Group Enrollment Form: County,Program Address,Program City,Program Name ,Program: Location,Group Enrollment Form: Number
Ogle,,,,"420 N Colfax St, Byron, IL 61010",7811
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9381
Ogle,,,,"1200 Jefferson St, Oregon, IL 61061",9356
Ogle,,,,Mary Morgan Elementary School,2320
Ogle,,,,"1200 Jefferson St, Oregon, IL 61061",9355
Ogle,,,,Tilton Elementary School,4954
Ogle,,,,Mary Morgan Elementary,1338
Ogle,,,,"444 N 8th St, Rochelle, IL 61068",10910
Ogle,,,,Mary Morgan Elementary School,4765
Ogle,,,,Highland Elementary,2035
Ogle,,,,Mary Morgan Elementary School,4771
Ogle,,,,Centennial Elementary School,1327
Ogle,,,,"1200 Jefferson St, Oregon, IL 61061",9354
Ogle,,,,Lincoln School,1317
Ogle,,,,"1033 N 2nd St, Rochelle, IL 61068",9292
Ogle,,,,Tilton School,1339
Ogle,,,,Highland Elementary,2044
Ogle,,,,Tilton Elementary School,4956
Ogle,,,,"17500 IL-72, Monroe Center, IL 61052",9309
Ogle,,,,Mary Morgan Elementary School,2332
Ogle,,,,Oregon Elementary School,4941
Ogle,,,,"1450 20th St, Rochelle, IL 61068",11294
Ogle,,,,Highland Elementary,2118
Ogle,,,,Mary Morgan Elementary School,2354
Ogle,,,,Mary Morgan Elementary School,4845
Ogle,,,,"1050 N 9th St, Rochelle, IL 61068",11298
Ogle,,,,"1050 N 9th St, Rochelle, IL 61068",11297
Ogle,,,,Oregon Elementary School,4933
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",9311
Ogle,,,,"17500 IL-72, Monroe Center, IL 61052",9303
Ogle,,,,Highland Elementary,4228
Ogle,,,,Oregon Elementary School,2477
Ogle,,,,"17500 IL-72, Monroe Center, IL 61052",9305
Ogle,,,,Oregon Elementary School,4919
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",7807
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",10547
Ogle,,,,Central Elementary,1903
Ogle,,,,Highland Elementary,3847
Ogle,,,,Highland Elementary,4705
Ogle,,,,Highland Elementary,2053
Ogle,,,,Highland Elementary,3851
Ogle,,,,Highland Elementary,4381
Ogle,,,,"420 N Colfax St, Byron, IL 61010",7817
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9380
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",9312
Ogle,,,,Oregon Elementary School,4917
Ogle,,,,Central Elementary,1906
Ogle,,,,Highland Elementary,3857
Ogle,,,,Highland Elementary,4367
Ogle,,,,Mary Morgan Elementary School,4806
Ogle,,,,Highland Elementary,3853
Ogle,,,,Highland Elementary,4699
Ogle,,,,Mary Morgan Elementary School,4762
Ogle,,,,"420 N Colfax St, Byron, IL 61010",7816
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9378
Ogle,,,,Highland Elementary,2027
Ogle,,,,Centennial Elementary School,1325
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",9258
Ogle,,,,Lake Carroll Kids Camp,2611
Ogle,,,,Mary Morgan Elementary School,4809
Ogle,,,,Mary Morgan Elementary School,4834
Ogle,,,,Mary Morgan Elementary School,2338
Ogle,,,,Monroe Center Elementary School,4853
Ogle,,,,Monroe Center Elementary School,4852
Ogle,,,,Mary Morgan Elementary School,4837
Ogle,,,,Highland Elementary,4735
Ogle,,,,Monroe Center Elementary School,5091
Ogle,,,,"420 N Colfax St, Byron, IL 61010",7810
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9379
Ogle,,,,Mary Morgan Elementary School,2374
Ogle,,,,Highland Elementary,2086
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9277
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9275
Ogle,,,,German Valley Grade School,1996
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9272
Ogle,,,,Oregon Elementary School,4921
Ogle,,,,"1450 20th St, Rochelle, IL 61068",7165
Ogle,,,,Central Elementary,1328
Ogle,,,,Monroe Center Elementary School,1311
Ogle,,,,Monroe Center School,2408
Ogle,,,,Highland Elementary,4719
Ogle,,,,Oregon Elementary School,2569
Ogle,,,,Polo Public Library,2607
Ogle,,,,Oregon Elementary,1321
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",9260
Ogle,,,,Highland Elementary,2062
Ogle,,,,"1033 N 2nd St, Rochelle, IL 61068",7249
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",7808
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",10545
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",7805
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",10546
Ogle,,,,"17500 IL-72, Monroe Center, IL 61052",9296
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",9257
Ogle,,,,Tilton Elementary School,2599
Ogle,,,,Highland Elementary School,1329
Ogle,,,,Highland Elementary School,1334
Ogle,,,,Monroe Center Elementary School,4855
Ogle,,,,"444 N 8th St, Rochelle, IL 61068",10901
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",7794
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",10572
Ogle,,,,Central School,4268
Ogle,,,,Highland Elementary,4727
Ogle,,,,Highland Elementary,4712
Ogle,,,,Oregon Elementary School,2531
Ogle,,,,Monroe Center School,1310
Ogle,,,,Oregon Elementary School,2522
Ogle,,,,Oregon Elementary School,2503
Ogle,,,,Oregon Elementary School,2552
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",7806
Ogle,,,,"410 S Hickory St, Stillman Valley, IL 61084",10544
Ogle,,,,"280 W Wasson Rd # 1, Amboy, IL 61310",11554
Ogle,,,,Lincoln School,2315
Ogle,,,,"444 N 8th St, Rochelle, IL 61068",9249
Ogle,,,,Grace Homeschool Co-Op,5187
Ogle,,,,"420 N Colfax St, Byron, IL 61010",10928
Ogle,,,,"420 N Colfax St, Byron, IL 61010",9279
Ogle,,,,HUB Central,2787
Ogle,,,,"444 N 8th St, Rochelle, IL 61068",9251
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",7795
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",10574
Ogle,,,,Oregon Elementary School,4937
Ogle,,,,Oregon Elementary School,4927
Ogle,,,,Monroe Center School,2398
Ogle,,,,Oregon Elementary School,2540
Ogle,,,,Oregon Elementary School,2559
Ogle,,,,Oregon Elementary School,2549
Ogle,,,,Oregon Elementary School,2565
Ogle,,,,Kings School,1343
Ogle,,,,"420 N Colfax St, Byron, IL 61010",7349
Ogle,,,,Highland Elementary,4229
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",7793
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",10573
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",10570
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",7796
Ogle,,,,Oregon Elementary School,2554
Ogle,,,,Tilton Elementary School,2601
Ogle,,,,Oregon Elementary School,2572
Ogle,,,,"420 N Colfax St, Byron, IL 61010",7346
Ogle,,,,Tilton School,1324
Ogle,,,,Oregon Elementary School,2578
Ogle,,,,Oregon Park District,2775
Ogle,,,,"100 1st St, Rochelle, IL 61068",9263
Ogle,,,,"304 S 5th St, Oregon, IL 61061",11233
Ogle,,,,Highland Elementary,2100
Ogle,,,,"1050 N 9th St, Rochelle, IL 61068",7258
Ogle,,,,"1050 N 9th St, Rochelle, IL 61068",9314
Ogle,,,,"304 S 5th St, Oregon, IL 61061",7362
Ogle,,,,Oregon Community Garden,2623
Ogle,,,,Oregon Elementary School,1483
Ogle,,,,Oregon Elementary School,5136
Ogle,,,,Sycamore History Museum/Engh Farm,2615
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",7505
Ogle,,,,"1100 Jefferson St, Oregon, IL 61061",11275
Ogle,,,,Ogle County Fairgrounds,2763
Ogle,,,,"2114 Lowell Park Rd, Dixon, IL 61021",11633
Ogle,,,,Ogle County Fairgrounds,4000
Ogle,,,,"1440 N Limekiln Rd, Oregon, IL 61061",9237
Peoria,,,,"YMCA, 7000 North Fleming Lane, Peoria",11688
Peoria,,,,pEORIA,1396
Peoria,,,,"2818 N. University St., Peoria",2190
Peoria,,,,"520 Fantasy Ln, Chillicothe, IL 61523",7598
Peoria,,,,"825 W Scottwood Dr, Peoira",8748
Peoria,,,,Extension Office,7648
Peoria,,,,"4029 W Courtland St, Peoria, IL 61615",7584
Peoria,,,,Peoria,1412
Peoria,,,,2319 E. War Memorial Drive,1617
Peoria,,,,"26 Sunnyland Plaza, Washington",8746
Peoria,,,,"12 Oxford Ct, Washington, IL 61571",7586
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7431
Peoria,,,,"U of I Extension office, 4810 N. Sheridan Rd, Peoria",7412
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7436
Peoria,,,,"St Vincent dePaul School, 6001 N University St, Peoria",8756
Peoria,,,,"2818 N University St., Peoria, IL",1608
Peoria,,,,"Dream Center, 714 Hamilton Blvd, Peoria, IL",11369
Peoria,,,,"Exposition Gardens, 1601 West Northmoor Road, Peoria, IL 61614",7820
Peoria,,,,ICC,1501
Peoria,,,,"Goodwill Industries, 2319 War Memorial Drive, Peoria",7406
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7417
Peoria,,,,Peoria,1405
Peoria,,,,"N Bourland Ave, Peoria, IL 61606",7769
Peoria,,,,"2818 N. University St., Peoria",2189
Peoria,,,,"St Jude Catholic School, 10911 N Knoxville Ave, Dunlap",8753
Peoria,,,,"YMCA, 7000 North Fleming Lane, Peoria",11686
Peoria,,,,Chillicothe,1380
Peoria,,,,"St Mark Catholic School, 711 N Underhill St, Peoria",8754
Peoria,,,,,2667
Peoria,,,,"Art, Inc., 919 NE Jefferson Ave.",11675
Peoria,,,,"500 E Glen Ave, Peoria Heights, IL 61616",7577
Peoria,,,,Peoria,1410
Peoria,,,,Peoria,1385
Peoria,,,,"First Federated Church,  3601 N Sheridan Rd, Peoria",8744
Peoria,,,,"Quest Middle School, 2612 N. Bootz Ave, Peoria",11376
Peoria,,,,"Illinois Central College - East Peoria Campus, 1 College Dr, East Peoria, IL 61635",7822
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7439
Peoria,,,,"1311 S Faraday Ave, Peoria, IL 61605",7599
Peoria,,,,"4810 N. Sheridan Rd., Peoria, IL",1604
Peoria,,,,"4810 N. Sheridan, Peoria",2186
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7405
Peoria,,,,"Thomas Jefferson School, 918 West Florence Avenue, Peoria",8757
Peoria,,,,Peoria Heights,1397
Peoria,,,,"Limestone Walters School, 8223 W Smithville Rd, Peoria",8749
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7423
Peoria,,,,"711 N Underhill St, Peoria, IL 61606",7587
Peoria,,,,"2818 N. University St., Peoria, IL",1606
Peoria,,,,Tiger Park,2458
Peoria,,,,"4810 N. Sheridan Rd, Peoria",11693
Peoria,,,,Pekin,1383
Peoria,,,,"2818 N. University St., Peoria",2188
Peoria,,,,"4810 N. Sheridan Rd, Peoria",2187
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7437
Peoria,,,,Peoria,1381
Peoria,,,,"8223 W Smithville Rd, Peoria, IL 61607",7581
Peoria,,,,Peoria,1379
Peoria,,,,"Chillicothe Elementary, 914 W Truitt Ave, Chillicothe",8762
Peoria,,,,"914 W Truitt Ave, Chillicothe, IL 61523",7594
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7424
Peoria,,,,"YMCA, 7000 North Fleming Lane, Peoria",11683
Peoria,,,,Peoria,1406
Peoria,,,,"Washington Kidz Academy, 26 Washington Plaza, Washington",8970
Peoria,,,,"Valeska Hinton ECEC, 800 W Romeo B Garrett Ave, Peoria",8763
Peoria,,,,Peoria,1411
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7440
Peoria,,,,"4810 N. Sheridan Rd, Peoria",11697
Peoria,,,,"Pleasant Hill School, 3717 West Malone Street, Peoria",8752
Peoria,,,,"YMCA, 7000 North Fleming Lane, Peoria",11375
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7441
Peoria,,,,"4810 N. Sheridan Rd., Peoria",2185
Peoria,,,,"3800 N Donna Lane, Peoria",8742
Peoria,,,,"3800 N Donna Ln, Peoria, IL 61615",7582
Peoria,,,,"Common Place, 514 S. Shelley St.",7352
Peoria,,,,"2727 West Krause Avenue, Peoria, IL 61605",7767
Peoria,,,,"Kindercare, 1125 W. Florence Ave",7345
Peoria,,,,"Concordia Lutheran School, 2000 W Glen Ave, Peoria, IL 61614",5156
Peoria,,,,"4810 N. Sheridan, Peoria, IL",1605
Peoria,,,,"Common Place, 514 S. Shelley St., Peoria",7411
Peoria,,,,"514 S. Shelly St., Peoria",11681
Peoria,,,,"514 S. Shelley, Peoria",11682
Peoria,,,,"811 S Griswold St, Peoria, IL 61605",7768
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7430
Peoria,,,,"YMCA, 7000 North Fleming Lane, Peoria",11685
Peoria,,,,Peoria,1409
Peoria,,,,"7411 N University St, Peoria, IL 61614",7590
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7426
Peoria,,,,"2818 N. University St., Peoria, IL",1607
Peoria,,,,Peoria,1402
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7434
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7422
Peoria,,,,"University United Methodist Church, 2818 N. University St., Peoria",7438
Peoria,,,,"St Philomena School, 3216 N Emery Ave, Peoria",8755
Peoria,,,,"3216 N Emery Ave, Peoria, IL 61604",7572
Peoria,,,,"4810 N. Sheridan Rd., Peoria",7429
Peoria,,,,"4810 N. Sheridan Rd., Peoria, IL",1603
Peoria,,,,"Bradley University, 1501 W. Bradley Ave., Peoria",7408
Peoria,,,,Peoria,1387
Peoria,,,,Peoria,1407
Peoria,,,,"Roosevelt Magnet School, 1704 W Aiken Ave, Peoria",8761
Peoria,,,,Peoria Civic Center,2771
Peoria,,,,"Dream Center, 714 Hamilton Blvd, Peoria, IL",11373
Peoria,,,,"800 W Romeo B Garrett Ave, Peoria, IL 61605",7574
Peoria,,,,Trewyn school,2671
Peoria,,,,Peoria Heights,2668
Peoria,,,,"Banner Elementary School, 12610 N Allen Rd, Dunlap",8738
Peoria,,,,"6915 N Allen Rd, Peoria, IL 61614",7580
Peoria,,,,Bradley University,1616
Peoria,,,,"Woodland Baptist Preschool,  6915 N Allen Rd, Peoria",8758
Peoria,,,,"12610 N Allen Rd, Dunlap, IL 61525",7596
Peoria,,,,"1819 W Northmoor Rd, Peoria, IL 61614",7588
Peoria,,,,Peoria,1398
Peoria,,,,Peoria,1399
Peoria,,,,"Bradley University, Olin Hall, Peoria, IL",1615
Peoria,,,,"Bradley University, 1501 W. Bradley Ave., Peoria",7357
Peoria,,,,"Norwood Primary School, 200 S Main St, Bellevue",8751
Peoria,,,,"Oak Grove School, 6018 W Lancaster Rd, Bartonville",8760
Peoria,,,,Bradley University,2669
Peoria,,,,"2612 N Bootz Ave, Peoria, IL 61604",7576
Peoria,,,,"Northmoor Primary School, 1819 W Northmoor Rd, Peoria",8750
Peoria,,,,"St. Thomas School, 4229 N. Monroe, Peoria Heights",11377
Peoria,,,,Peoria,1408
Peoria,,,,"700 Mary St, Peoria, IL 61603",7579
Peoria,,,,Peoria,1388
Peoria,,,,"Rolling Acres Middle School, 5617 N. Merrimac, Peoria",11378
Peoria,,,,"6018 W Lancaster Rd, Bartonville, IL 61607",7600
Peoria,,,,Bartonville,1391
Peoria,,,,"Kellar School, 6413 N Mt Hawley Rd, Peoria",8759
Peoria,,,,"Peoria Heights High School, 500 E. Glen Ave, Peoria Heights",7414
Peoria,,,,Dunlap,1378
Peoria,,,,"Manual Academy, 811 S. Griswold",7409
Peoria,,,,"St. Thomas the Apostle School, 4229 N. Monroe Ave, Peoria Heights",7333
Peoria,,,,"Peoria Riverfront Museum, 222 SW Washington St, Peoria, IL 61602",7813
Peoria,,,,"13120 IL-91, Dunlap, IL 61525",7593
Peoria,,,,"2514 W Hickory Grove Rd, Dunlap, IL 61525",7585
Peoria,,,,"Bradley University, 1501 W. Bradley Ave., Peoria",7415
Peoria,,,,"6413 N Mt Hawley Rd, Peoria, IL 61614",7573
Peoria,,,,"Barnes and Noble, 5001 N. Big Hollow",7410
Peoria,,,,Dunlap,1382
Peoria,,,,Peoria,1384
Peoria,,,,"Peoria Civic Center, 201 SW Jefferson, Peoria",7416
Peoria,,,,Woodruff Career and Technical School,2670
Peoria,,,,Illini Bluffs Elementary School,7628
Peoria,,,,Peoria Playhouse,2678
Perry,,,,Jackson County Extension Office,3234
Perry,,,,"635 Robinson Hill Road, Makanda, IL",9669
Perry,,,,"804 E. Franklin Avenue, Sesser IL",9670
Perry,,,,Pinckneyville,275
Perry,,,,Chester,3127
Perry,,,,"475E, Wolf Lake, IL",4041
Perry,,,,Pinckneyville,3128
Perry,,,,"Pyramid State Park, 1562 Pyramid Park Rd., Pinckneyville, IL",8944
Perry,,,,"CCSD #204, 6067 IL-154, Pinckneyville, IL 62274",7510
Perry,,,,"Government Drive, St. Louis, MO",9671
Perry,,,,"557 Fairground Road, Pinckneyville, IL",8978
Perry,,,,"1351 Sparta Center Dr, Sparta, IL 62286",6586
Perry,,,,DuQuoin Elementary School,3703
Perry,,,,Pinckneyville,281
Perry,,,,"CCSD #204, 6067 IL-154, Pinckneyville, IL 62274",8073
Perry,,,,Pinckneyville,272
Perry,,,,"711 Fairground Road, Pinckneyville, IL",9668
Perry,,,,"1325 IL-13, Pinckneyville, IL",6629
Perry,,,,"Pyramid State Park 1562 Pyramid Park Rd, Pinckneyville, IL",7947
Perry,,,,"3764 State Routes 13/127, RM 110, Pinckneyville, IL",6732
Perry,,,,"St. Paul UCC Church 205 E Jackson St, Pinckneyville, IL",8352
Perry,,,,"557 Fairground Road, Pinckneyville, IL",8979
Perry,,,,Pinckneyville Jr. High,3125
Perry,,,,"1041 Secretary Rd, Pinckneyville",10375
Perry,,,,"1562 Pyramid Park Rd, Pinckneyville, IL",4070
Perry,,,,"DuQuoin High School, 500 E South St, Du Quoin, IL 62832",7513
Perry,,,,Chester,3124
Perry,,,,Pinckneyville,224
Perry,,,,"DuQuoin Middle School, 845 E Jackson St, Du Quoin, IL 62832",7515
Perry,,,,"1899 State Route 13/127, Pinckneyville, IL",8353
Perry,,,,"Pyramid State Park 1562 Pyramid Park Rd, Pinckneyville, IL",6733
Perry,,,,"210 North Gordon, Pinckneyville, IL",7945
Perry,,,,"St. Paul UCC Church 205 E Jackson St, Pinckneyville, IL",6731
Perry,,,,Pinckneyville,3126
Perry,,,,DuQuoin High School,3237
Perry,,,,Du Quoin,306
Perry,,,,"Pinckneyville Jr. High, 700 E. Water St., Pinckneyville, IL",8942
Perry,,,,DuQuoin Elementary School,3243
Perry,,,,Pinckneyville,226
Perry,,,,Pinckneyville Afterschool - First Christian Church,3247
Perry,,,,"DuQuoin High School, 500 E South St., Du Quoin, IL 62832",8052
Perry,,,,"DuQuoin High School, 500 E South St., DuQuoin, Il 62832",8071
Perry,,,,"700 East Water St. Pinckneyville, IL",6596
Perry,,,,DuQuoin Elementary School,1194
Perry,,,,DuQuoin Elementary School,3696
Perry,,,,"CCSD #204, 6067 IL-154, Pinckneyville, IL 62274",7517
Perry,,,,"200 West Main Street, Tamaroa, IL, 62888",5515
Perry,,,,"First Christian Church, 213 W Randolph St., Pinckneyville, IL 62274",7507
Perry,,,,"DuQuoin Middle School, 845 E Jackson St, Du Quoin, IL 62832",7514
Perry,,,,DuQuoin Elementary School,3242
Perry,,,,Pinckneyville - District 204,3246
Perry,,,,Pinckneyville,227
Perry,,,,"6067 IL-154, Pinckneyville, IL 62274",8072
Perry,,,,DuQuoin Elementary School,3706
Perry,,,,"DuQuoin Middle School, 845 E Jackson St, Du Quoin, IL 62832",7512
Perry,,,,Pinckneyville,219
Perry,,,,"600 Water Street, Pinckneyville, IL",7944
Perry,,,,Pinckneyville Jr. High School 700 East Water St. Pinckneyville,8386
Perry,,,,"DuQuoin State Fair, 655 Executive Dr., DuQuoin, IL",8969
Perry,,,,DuQuoin,3129
Perry,,,,"Du Quoin State Fairgrounds 655 Executive Dr, Du Quoin, IL",6717
Perry,,,,"Walnut Street, Pinckneyville, IL",8977
Perry,,,,"DuQuoin State Fair, 655 Executive Dr., DuQuoin, IL",8943
Perry,,,,Du Quoin,225
Perry,,,,DuQuoin Dist #300,156
Perry,,,,Pinckneyville,223
Perry,,,,"557 Fairground Rd Pinckneyville, IL",6607
Perry,,,,"105 Mill St., Pinckneyville, IL",8973
Perry,,,,"Timpner Farm 5026 Lindenwood Rd, Pinckneyville, IL",6709
Perry,,,,"1st Baptist Church Pinckneyville, IL",3016
Perry,,,,"105 Mill St, Pinckneyville, IL",6602
Perry,,,,"Du Quoin State Fairgrounds 655 Executive Dr, Du Quoin, IL",7920
Perry,,,,DuQuoin,158
Perry,,,,DuQuoin,3123
Perry,,,,"Du Quoin State Fairgrounds 655 Executive Dr, Du Quoin, IL",4042
Piatt,,,,"515 Old Timber Rd, Monticello, IL",5989
Piatt,,,,"1 Sage Drive, Monticello, IL",8371
Piatt,,,,"1 Sage Dr, Monticello, IL",5593
Piatt,,,,"101 W Oliver St, Mansfield, IL 61854",9673
Piatt,,,,"4000 Green Apple Ln, Monticello, IL 61856",9672
Piatt,,,,"304 IL-10, De Land, IL",5595
Piatt,,,,"515 Old Timber Rd, Monticello, IL",5853
Piatt,,,,"225 E Livingston St, Monticello, IL 61856",10633
Piatt,,,,Monticello,417
Piatt,,,,"300 E Durfee St, Cerro Gordo",8340
Piatt,,,,"300 E Durfee St, Cerro Gordo, IL",4521
Piatt,,,,"225 E Livingston St, Monticello",8060
Piatt,,,,"349 S Macon St, Bement, IL",5981
Piatt,,,,"4000 Green Apple Ln, Monticello, IL",5982
Piatt,,,,Bement,212
Piatt,,,,"515 Old Timber Rd, Monticello, IL 61856",6561
Piatt,,,,"Monticello, IL",416
Piatt,,,,"300 E Durfee St, Cerro Gordo",7991
Piatt,,,,"300 E Durfee St, Cerro Gordo",8170
Piatt,,,,"304 E North St, Cerro Gordo, IL",5999
Piatt,,,,"4000 Green Apple Ln, Monticello, IL",5986
Piatt,,,,"304 North St, Cerro Gordo, IL 61818",10086
Piatt,,,,"200 S Madison St, Cerro Gordo, IL",5589
Piatt,,,,"200 S Madison St, Cerro Gordo, IL",4513
Piatt,,,,"200 S Madison St, Cerro Gordo, IL",4998
Piatt,,,,"300 E Durfee St, Cerro Gordo 61818",8728
Piatt,,,,Bement,489
Piatt,,,,"200 S Madison St, Cerro Gordo, IL",4997
Piatt,,,,"107 S. McKinley, Mansfield, IL",8729
Piatt,,,,Monticello,418
Piatt,,,,"1 Sage Drive, Monticello, IL",8572
Piatt,,,,"225 E Livingston St, Monticello 61856",8341
Piatt,,,,"3 Sages Drive, Monticello, IL",8590
Piatt,,,,"1 Sage Drive, Monticello, IL",8585
Piatt,,,,"3 Sage Drive, Monticello, IL",5588
Piatt,,,,"499 Old Timber Rd, Monticello, IL 61856",10077
Piatt,,,,"700 N Buchanan St, Monticello, IL",4515
Pike,,,,"Camp Point, IL",7724
Pike,,,,"Pittsfield, IL",7726
Pike,,,,,3948
Pike,,,,"Camp Point, IL",3943
Pike,,,,"Pittsfield, IL",7730
Pike,,,,,7833
Pike,,,,,7707
Pike,,,,,7853
Pope-Hardin,,,,"Dixon Springs Agricultural Center, 354 State Highway 145 N, Simpson, IL 62985",9634
Pope-Hardin,,,,"White County Extension  1715 College Ave, Carmi, IL 62821",10246
Pope-Hardin,,,,"Curry Residence, 1668 State Highway 145 N, Stonefort, IL 62987",9635
Pope-Hardin,,,,"Rend Lake South Sandusky Beach, Benton, IL",4672
Pope-Hardin,,,,"Dixon Springs Agricultural Center, 354 State Highway 145N, Simpson, IL",6689
Pope-Hardin,,,,"Saline County Fairgrounds, 200-598 Dorris Heights Rd, Harrisburg, IL 62946",9633
Pope-Hardin,,,,"Dixon Springs Agricultural Center, 354 State Highway 145N, Simpson, IL",6503
Pope-Hardin,,,,Rosiclare Community Room,8218
Pope-Hardin,,,,"Saline County Fairgrounds, 200-598 Dorris Heights Rd, Harrisburg, IL 62946",9637
Pope-Hardin,,,,"212 S Washington St, Golconda",7714
Pope-Hardin,,,,Eddyville,575
Pope-Hardin,,,,"Pope-Hardin County Extension Office, 354 St Hwy 145 N, Simpson, IL",4671
Pope-Hardin,,,,"Ryder Residence, 167 State Hwy 146E, Golconda, IL",6504
Pope-Hardin,,,,Dixon Springs Agricultural Center,8219
Pope-Hardin,,,,Rend Lake,579
Pope-Hardin,,,,Dixon Springs Agricultural Center,8223
Pope-Hardin,,,,"Dixon Springs Agricultural Center 354 State Hwy 145 N, Simpson, IL",7732
